STT	Phiên âm	Từ vựng	Ý nghĩa	Ví dụ	Unit	Giáo trình
16	fiː	fee	Phí (dịch vụ, học phí)	There is no entrance fee.\nKhông mất phí vào cửa.	1	Destination B2
17	mɪs	miss	Bỏ lỡ; nhớ	I missed the train.\nTôi bị lỡ chuyến tàu.	1	Destination B2
18	luːz	lose	Đánh mất; thua	I lost my wallet.\nTôi bị mất ví.	1	Destination B2
19	teɪk	take	Mang; lấy; đi (phương tiện)	Take an umbrella.\nHãy mang theo ô nhé.	1	Destination B2
20	brɪŋ	bring	Mang theo (đến chỗ người nói)	Please bring your ID.\nVui lòng mang theo giấy tờ tùy thân.	1	Destination B2
21	ɡəʊ	go	Đi	We go to school by bike.\nChúng tôi đi học bằng xe đạp.	1	Destination B2
22	bʊk	book	Đặt chỗ; đặt vé	I booked a hotel room.\nTôi đã đặt phòng khách sạn.	1	Destination B2
23	kiːp	keep	Giữ; giữ lại	Keep this ticket.\nHãy giữ lấy chiếc vé này.	1	Destination B2
24	əˈraɪv	arrive	Đến nơi	We arrived late.\nChúng tôi đã đến muộn.	1	Destination B2
25	riːtʃ	reach	Đến được (mục tiêu/nơi chốn)	They reached the station.\nHọ đã đến được nhà ga.	1	Destination B2
26	lɪv	live	sống (ở đâu đó)	I live in Hanoi.\nTôi sống ở Hà Nội.	1	Destination B2
27	steɪ	stay	ở lại; lưu trú	I stayed at a hotel.\nTôi đã ở lại một khách sạn.	1	Destination B2
28	ˈbɔːdə	border	Biên giới	The river forms the border.\nCon sông tạo thành đường biên giới.	1	Destination B2
29	edʒ	edge	Rìa; mép	The house is on the edge of town.\nNgôi nhà nằm ở ven đô.	1	Destination B2
30	laɪn	line	Dòng; đường; hàng	There is a long line.\nCó một hàng dài người đang đợi.	1	Destination B2
31	leŋθ	length	Chiều dài	What is the length of the road?\nChiều dài của con đường này là bao nhiêu?	1	Destination B2
32	ˈdɪstəns	distance	Khoảng cách	The distance is short.\nKhoảng cách khá gần.	1	Destination B2
33	ɡaɪd	guide	Hướng dẫn; người hướng dẫn	The guide explained everything.\nHướng dẫn viên đã giải thích mọi thứ.	1	Destination B2
34	liːd	lead	Dẫn dắt; dẫn đường	She led the group.\nCô ấy dẫn đầu đoàn.	1	Destination B2
35	ˈneɪtɪv	native	Bản xứ; người bản địa	He is a native speaker.\nAnh ấy là người bản xứ.	1	Destination B2
36	həʊm	home	Nhà; quê hương	I want to go home.\nTôi muốn về nhà.	1	Destination B2
37	kætʃ ʌp wɪð	catch up with	Bắt kịp	I ran to catch up with him.\nTôi chạy để đuổi kịp anh ấy.	1	Destination B2
38	tʃek ɪn	check in	Làm thủ tục nhận phòng/đi máy bay	We checked in early.\nChúng tôi đã làm thủ tục nhận phòng sớm.	1	Destination B2
39	tʃek aʊt	check out	Làm thủ tục trả phòng	Check out is at noon.\nGiờ trả phòng là 12 giờ trưa.	1	Destination B2
40	drɒp ɒf	drop off	Cho (ai đó) xuống xe	I dropped her off at school.\nTôi đã cho cô ấy xuống xe tại trường.	1	Destination B2
41	drɒp ɒf	drop off	Ngủ quên; ngủ gật	I dropped off on the bus.\nTôi đã ngủ gật trên xe buýt.	1	Destination B2
42	ɡet bæk	get back	Quay lại; trở về	When did you get back?\nBạn về khi nào thế?	1	Destination B2
43	ɡəʊ əˈweɪ	go away	Đi xa; rời đi	He went away for a week.\nAnh ấy đi vắng khoảng một tuần.	1	Destination B2
44	kiːp ʌp wɪð	keep up with	Theo kịp	I can’t keep up with you.\nTôi không theo kịp bạn.	1	Destination B2
45	meɪk fɔː	make for	Đi về phía; hướng tới	They made for the exit.\nHọ tiến về phía lối ra.	1	Destination B2
46	pɪk ʌp	pick up	Đón; nhặt lên	I’ll pick you up.\nTôi sẽ đón bạn.	1	Destination B2
47	pʊl ɪn	pull in	Đỗ vào (bến, lề đường)	The train pulled in.\nTàu vào ga.	1	Destination B2
48	rʌn ˈəʊvə	run over	Cán qua; đâm xe	The dog was run over.\nCon chó bị xe cán phải.	1	Destination B2
49	siː ɒf	see off	Tiễn (ai đó)	We saw him off.\nChúng tôi đã tiễn anh ấy.	1	Destination B2
50	set aʊt	set out	Khởi hành; bắt đầu chuyến đi	They set out early.\nHọ lên đường sớm.	1	Destination B2
51	set ɒf	set off	Khởi hành; bắt đầu chuyến đi	They set off early in the morning.\nHọ khởi hành từ sáng sớm.	1	Destination B2
52	teɪk ɒf	take off	Cất cánh (máy bay) / rời đi nhanh	The plane took off on time.\nMáy bay đã cất cánh đúng giờ.	1	Destination B2
53	tɜːn raʊnd	turn round	Quay lại; quay đầu	He turned round to look back.\nAnh ấy quay người lại nhìn.	1	Destination B2
54	hæv ən ˈæksɪdənt	have an accident	Gặp tai nạn	She had an accident yesterday.\nHôm qua cô ấy bị tai nạn.	1	Destination B2
55	bi ɪnˈvɒlvd ɪn ən ˈæksɪdənt	be involved in an accident	Bị liên quan đến tai nạn	Two cars were involved in an accident.\nHai chiếc xe ô tô liên quan đến một vụ tai nạn.	1	Destination B2
56	duː ˈsʌmθɪŋ baɪ ˈæksɪdənt	do something by accident	Làm gì đó một cách vô ý	I broke it by accident.\nTôi vô tình làm hỏng nó.	1	Destination B2
57	ɪn ədˈvɑːns	in advance	Trước; заранее	Book tickets in advance.\nHãy đặt vé trước nhé.	1	Destination B2
58	ədˈvɑːns tə ə pleɪs	advance to a place	Tiến về một nơi	The army advanced to the city.\nQuân đội tiến về phía thành phố.	1	Destination B2
59	ɡəʊ streɪt əˈhed	go straight ahead	Đi thẳng	Go straight ahead and turn left.\nĐi thẳng rồi rẽ trái.	1	Destination B2
60	ɡəʊ əˈhed	go ahead	Tiếp tục; cứ làm đi	Go ahead, I’m listening.\nCứ nói đi, tôi đang nghe đây.	1	Destination B2
61	bi əˈhed əv ˈsʌmθɪŋ	be ahead of something	Ở phía trước; dẫn trước	She is ahead of the others.\nCô ấy đang đi trước những người khác.	1	Destination B2
62	ə tʃeɪndʒ əv daɪˈrekʃn	a change of direction	Sự thay đổi hướng đi	There was a sudden change of direction.\nHướng đi bất ngờ thay đổi.	1	Destination B2
63	ɪn ðə daɪˈrekʃn əv ˈsʌmθɪŋ	in the direction of something	Theo hướng đi về phía thứ gì đó	The car moved in the direction of town.\nChiếc xe di chuyển về hướng thị trấn.	1	Destination B2
64	ɪn ðɪs daɪˈrekʃn	in this direction	Hướng này	The exit is in this direction.\nLối ra nằm ở hướng này.	1	Destination B2
65	ɒf ðə tɒp əv jɔː hed	off the top of your head	Không suy nghĩ kỹ; nghĩ ngay lập tức	Off the top of my head, I don’t know.\nNếu hỏi ngay bây giờ thì tôi không biết đâu.	1	Destination B2
66	hed fɔː ə pleɪs	head for a place	Hướng đến một nơi	We headed for home.\nChúng tôi hướng về nhà.	1	Destination B2
67	hed ˈəʊvə hiːlz	head over heels	Yêu say đắm	He fell head over heels in love.\nAnh ấy đã yêu say đắm.	1	Destination B2
68	ɡəʊ ɒn ˈhɒlədeɪ	go on holiday	Đi nghỉ mát	They go on holiday every summer.\nHọ đi nghỉ mát vào mỗi mùa hè.	1	Destination B2
69	teɪk ə ˈhɒlədeɪ	take a holiday	Nghỉ phép; đi nghỉ	I’m taking a holiday next week.\nTuần tới tôi sẽ đi nghỉ lễ.	1	Destination B2
70	bæŋk ˈhɒlədeɪ	bank holiday	Ngày nghỉ lễ chính thức	Banks are closed on bank holidays.\nCác ngân hàng đóng cửa vào ngày lễ quốc gia.	1	Destination B2
71	plæn ə ruːt	plan a route	Lên kế hoạch lộ trình	We planned a route before leaving.\nChúng tôi đã lên lộ trình trước khi xuất phát.	1	Destination B2
72	teɪk ə ruːt	take a route	Đi theo một tuyến đường	They took a different route.\nHọ đã đi theo một con đường khác.	1	Destination B2
73	siː ðə saɪts	see the sights	Tham quan danh lam thắng cảnh	We saw the sights in Paris.\nChúng tôi đã đi tham quan các cảnh đẹp ở Paris.	1	Destination B2
74	ɡəʊ ˈsaɪtsiːɪŋ	go sightseeing	Đi tham quan	She went sightseeing all day.\nCô ấy đi tham quan cả ngày.	1	Destination B2
75	æt haɪ spiːd	at high speed	Với tốc độ cao	The car was moving at high speed.\nChiếc xe đang chạy với tốc độ cao.	1	Destination B2
76	ə bɜːst əv spiːd	a burst of speed	Tăng tốc đột ngột	The car made a burst of speed.\nChiếc xe đột ngột tăng tốc.	1	Destination B2
77	spiːd ˈlɪmɪt	speed limit	Giới hạn tốc độ	Don’t exceed the speed limit.\nĐừng chạy quá tốc độ cho phép.	1	Destination B2
78	teɪk ə tʊə əv ˈsʌmweə	take a tour of somewhere	Đi tham quan một nơi	We took a tour of the city.\nChúng tôi đã đi một tour quanh thành phố.	1	Destination B2
79	tʊə ə pleɪs	tour a place	Tham quan một nơi	They toured the museum.\nHọ đã đi tham quan bảo tàng.	1	Destination B2
80	tʊə gaɪd	tour guide	Hướng dẫn viên du lịch	The tour guide was helpful.\nHướng dẫn viên rất nhiệt tình.	1	Destination B2
81	ˈbɪznɪs trɪp	business trip	Chuyến công tác	He is on a business trip.\nAnh ấy đang đi công tác.	1	Destination B2
82	skuːl trɪp	school trip	Chuyến đi của trường	The students went on a school trip.\nHọc sinh đi tham quan dã ngoại theo trường.	1	Destination B2
83	ɡəʊ ɒn ə trɪp	go on a trip	Đi một chuyến đi	We went on a trip together.\nChúng tôi đã đi chơi cùng nhau.	1	Destination B2
84	teɪk ə trɪp	take a trip	Thực hiện một chuyến đi	She took a trip abroad.\nCô ấy đã đi du lịch nước ngoài.	1	Destination B2
85	luːz jɔː weɪ	lose your way	Bị lạc đường	I lost my way in the city.\nTôi bị lạc đường trong thành phố.	1	Destination B2
86	meɪk jɔː weɪ	make your way	Đi về phía; tiến đến	He made his way home.\nAnh ấy tự tìm đường về nhà.	1	Destination B2
87	faɪnd jɔː weɪ	find your way	Tìm được đường	We finally found our way.\nCuối cùng chúng tôi cũng tìm thấy đường.	1	Destination B2
88	ɪn ə weɪ	in a way	Theo một nghĩa nào đó	In a way, he is right.\nXét theo khía cạnh nào đó, anh ấy đúng.	1	Destination B2
89	ɡəʊ ɔːl ðə weɪ	go all the way	Đi hết chặng đường; làm đến cùng	We’ll go all the way.\nChúng tôi sẽ đi đến cùng.	1	Destination B2
90	əˈfreɪd əv ˈsʌmθɪŋ	afraid of something	Sợ cái gì đó	She’s afraid of dogs.\nCô ấy sợ chó.	1	Destination B2
91	əˈfreɪd əv ˈsʌmwʌn	afraid of someone	Sợ ai đó	The child is afraid of strangers.\nĐứa trẻ sợ người lạ.	1	Destination B2
92	əˈfreɪd ˈduːɪŋ ˈsʌmθɪŋ	afraid doing something	Sợ việc làm gì đó	I’m afraid of asking questions.\nTôi ngại đặt câu hỏi.	1	Destination B2
93	əˈfreɪd tə duː ˈsʌmθɪŋ	afraid to do something	Sợ không dám làm gì	I’m afraid to speak.\nTôi sợ không dám nói.	1	Destination B2
94	əˈpɪə tə bi	appear to be	Có vẻ như là	He appears to be tired.\nAnh ấy có vẻ mệt mỏi.	1	Destination B2
95	əˈreɪndʒ ˈsʌmθɪŋ	arrange something	Sắp xếp việc gì	I arranged the meeting.\nTôi đã sắp xếp cuộc họp.	1	Destination B2
96	əˈreɪndʒ fə ˈsʌmbɒdi tə duː ˈsʌmθɪŋ	arrange for somebody to do something	Sắp xếp để ai đó làm gì	I arranged for him to help.\nTôi đã sắp xếp để anh ấy giúp một tay.	1	Destination B2
97	əˈraɪv ɪn ə pleɪs	arrive in a place	Đến (quốc gia/thành phố)	They arrived in Paris.\nHọ đã đến Paris.	1	Destination B2
98	əˈraɪv æt ə pleɪs	arrive at a place	Đến (địa điểm cụ thể)	We arrived at the station.\nChúng tôi đã đến nhà ga.	1	Destination B2
99	əˈraɪv hɪə	arrive here	Đến đây	When did you arrive here?\nBạn đến đây khi nào?	1	Destination B2
100	ˈdɪfə frɒm ˈsʌmθɪŋ	differ from something	Khác với cái gì	This differs from the plan.\nĐiều này khác với kế hoạch ban đầu.	1	Destination B2
101	driːm əˈbaʊt ˈsʌmθɪŋ	dream about something	Mơ về điều gì	I dream about traveling.\nTôi mơ về việc đi du lịch.	1	Destination B2
102	ɪnˈvaɪt ˈsʌmbɒdi tə duː ˈsʌmθɪŋ	invite somebody to do something	Mời ai đó làm gì	She invited me to join.\nCô ấy mời tôi tham gia cùng.	1	Destination B2
103	kiːn tə duː ˈsʌmθɪŋ	keen to do something	Rất muốn làm gì	He is keen to learn.\nAnh ấy rất ham học hỏi.	1	Destination B2
104	kiːn ɒn ˈsʌmθɪŋ	keen on something	Rất thích cái gì	She’s keen on music.\nCô ấy rất thích âm nhạc.	1	Destination B2
105	kiːn ɒn ˈduːɪŋ ˈsʌmθɪŋ	keen on doing something	Rất thích làm gì	He’s keen on swimming.\nAnh ấy rất thích bơi lội.	1	Destination B2
106	lɪv ɪn ə pleɪs	live in a place	Sống ở (thành phố/quốc gia)	I live in London.\nTôi sống ở London.	1	Destination B2
107	lɪv æt ə pleɪs	live at a place	Sống tại (địa chỉ cụ thể)	She lives at this address.\nCô ấy sống tại địa chỉ này.	1	Destination B2
108	lɪv ɒn ˈsʌmθɪŋ	live on something	Sống nhờ vào cái gì	He lives on a small income.\nAnh ấy trang trải cuộc sống bằng mức thu nhập ít ỏi.	1	Destination B2
109	lɪv hɪə	live here	Sống ở đây	I live here now.\nBây giờ tôi sống ở đây.	1	Destination B2
110	rɪˈɡret ˈduːɪŋ ˈsʌmθɪŋ	regret doing something	Hối hận vì đã làm gì	I regret saying that.\nTôi hối hận vì đã nói điều đó.	1	Destination B2
111	rɪˈɡret nɒt ˈduːɪŋ ˈsʌmθɪŋ	regret not doing something	Hối hận vì không làm gì	She regrets not studying.\nCô ấy hối hận vì đã không học hành tử tế.	1	Destination B2
112	rɪˈɡret ˈsʌmθɪŋ	regret something	Hối tiếc điều gì	I regret my decision.\nTôi hối tiếc về quyết định của mình.	1	Destination B2
113	rɪˈɡret tə tel juː	regret to tell you	Lấy làm tiếc khi phải nói	We regret to tell you the news.\nChúng tôi rất tiếc phải báo tin này cho bạn.	1	Destination B2
114	rɪˈɡret tə ɪnˈfɔːm juː	regret to inform you	Lấy làm tiếc khi thông báo	I regret to inform you of the delay.\nTôi rất tiếc phải thông báo về việc chậm trễ.	1	Destination B2
115	θɪŋk əv ˈsʌmθɪŋ	think of something	Nghĩ về điều gì	Think of a solution.\nHãy nghĩ ra một giải pháp đi.	1	Destination B2
116	θɪŋk əv ˈduːɪŋ ˈsʌmθɪŋ	think of doing something	Nghĩ đến việc làm gì	I’m thinking of moving.\nTôi đang tính đến việc chuyển nhà.	1	Destination B2
117	raɪt əˈbaʊt ˈsʌmθɪŋ	write about something	Viết về điều gì	She wrote about her trip.\nCô ấy viết kể về chuyến đi của mình.	1	Destination B2
118	raɪt ˈsʌmbɒdi ˈsʌmθɪŋ	write somebody something	Viết cho ai cái gì	Write me an email.\nHãy gửi email cho tôi.	1	Destination B2
119	raɪt ˈsʌmθɪŋ daʊn	write something down	Ghi chép lại	Write it down.\nHãy ghi lại đi.	1	Destination B2
120	raɪt ˈsʌmθɪŋ tə ˈsʌmbɒdi	write something to somebody	Viết cái gì cho ai	I wrote a letter to her.\nTôi đã viết một lá thư cho cô ấy.	1	Destination B2
121	ˌriːəˈreɪndʒ	rearrange	Sắp xếp lại	They rearranged the room.\nHọ đã sắp xếp lại căn phòng.	1	Destination B2
122	əˈreɪndʒmənt	arrangement	Sự sắp xếp; thỏa thuận	The arrangement is ready.\nViệc chuẩn bị đã hoàn tất.	1	Destination B2
123	əˈraɪvl	arrival	Sự đến nơi	Her arrival was late.\nCô ấy đã đến muộn.	1	Destination B2
124	bredθ	breadth	Chiều rộng	The breadth of the river is large.\nCon sông này có bề rộng rất lớn.	1	Destination B2
125	ˈbrɔːdn	broaden	Mở rộng	Travel broadens the mind.\nDu lịch giúp mở mang tầm mắt.	1	Destination B2
126	ˈkʌltʃərəl	cultural	Thuộc văn hóa	This city has great cultural value.\nThành phố này có giá trị văn hóa to lớn.	1	Destination B2
127	ˈkʌltʃəd	cultured	Có học thức; am hiểu văn hóa	She is very cultured.\nCô ấy là người rất có học thức.	1	Destination B2
128	ʌnˈkʌltʃəd	uncultured	Thiếu văn hóa; kém hiểu biết	His behaviour was uncultured.\nHành vi của anh ta thật thiếu văn hóa.	1	Destination B2
129	ˈdɪfrənt	different	Khác nhau	The two ideas are different.\nHai ý tưởng này khác nhau.	1	Destination B2
130	ˈdɪfrəns	difference	Sự khác biệt	There is a big difference.\nCó một sự khác biệt rất lớn.	1	Destination B2
131	dəˈrekt	direct	Trực tiếp; thẳng	The direct route is faster.\nĐi đường thẳng sẽ nhanh hơn.	1	Destination B2
132	ˌɪndəˈrekt	indirect	Gián tiếp	He gave an indirect answer.\nAnh ấy trả lời vòng vo.	1	Destination B2
133	dəˈrekʃn	direction	Hướng; phương hướng	Which direction is north?\nHướng nào là hướng Bắc?	1	Destination B2
134	dəˈrektə	director	Giám đốc; đạo diễn	The director approved the plan.\nGiám đốc đã phê duyệt kế hoạch.	1	Destination B2
135	ˈdɪstənt	distant	Xa xôi	A distant country.\nMột quốc gia xa xôi.	1	Destination B2
136	ˈdɪstəns	distance	Khoảng cách	The distance is too far.\nKhoảng cách quá xa.	1	Destination B2
137	ˈentə	enter	Đi vào; nhập vào	Please enter the room.\nVui lòng vào phòng.	1	Destination B2
138	ˈentrəns	entrance	Lối vào; sự vào	The entrance is on the left.\nLối vào nằm ở bên trái.	1	Destination B2
139	ɪnˈhæbɪt	inhabit	Cư trú	The island is inhabited.\nHòn đảo này có người cư ngụ.	1	Destination B2
140	ɪnˈhæbɪtənt	inhabitant	Cư dân	The inhabitants are friendly.\nCư dân ở đây rất thân thiện.	1	Destination B2
141	ˈfəʊtəɡrɑːf	photograph	Ảnh chụp; chụp ảnh	I took a photograph.\nTôi đã chụp một bức ảnh.	1	Destination B2
142	fəˈtɒɡrəfi	photography	Nhiếp ảnh	Photography is my hobby.\nNhiếp ảnh là sở thích của tôi.	1	Destination B2
143	fəˈtɒɡrəfə	photographer	Nhiếp ảnh gia	He is a professional photographer.\nAnh ấy là một nhiếp ảnh gia chuyên nghiệp.	1	Destination B2
144	ˌfəʊtəˈɡræfɪk	photographic	Thuộc nhiếp ảnh	Photographic evidence was shown.\nCác bằng chứng bằng hình ảnh đã được đưa ra.	1	Destination B2
145	ˈrekəɡnaɪz	recognise	Nhận ra	I recognised her voice.\nTôi đã nhận ra giọng của cô ấy.	1	Destination B2
146	ˈrekəɡnaɪzəbl	recognisable	Có thể nhận ra	His face is recognisable.\nGương mặt anh ấy rất dễ nhận diện.	1	Destination B2
147	ʌnˈrekəɡnaɪzəbl	unrecognisable	Không thể nhận ra	The place was unrecognisable.\nNơi đó đã thay đổi đến mức không nhận ra được.	1	Destination B2
148	ˌrekəɡˈnɪʃn	recognition	Sự công nhận; nhận biết	He gained international recognition.\nAnh ấy đã được quốc tế công nhận.	1	Destination B2
149	ˈtʊərɪzəm	tourism	Du lịch	Tourism brings income.\nDu lịch đem lại nguồn thu nhập.	1	Destination B2
150	ˈtʊərɪst	tourist	Khách du lịch	The city is full of tourists.\nThành phố đầy khách du lịch.	1	Destination B2
151	ˌwɜːldˈwaɪd	worldwide	Trên toàn thế giới	The product is sold worldwide.\nSản phẩm này được bán trên toàn thế giới.	1	Destination B2
